Source,Target,value
5054,alaproclate,-1
3329,alaproclate,-1
56924,alaproclate,-1
1958,alaproclate,-1
7099,alaproclate,-1
581,alaproclate,1
6193,alaproclate,-1
79071,alaproclate,-1
11044,alaproclate,1
1759,alaproclate,-1
10904,alaproclate,-1
2222,alaproclate,-1
8480,alaproclate,-1
9275,alaproclate,-1
1514,alaproclate,-1
9246,alaproclate,1
27095,alaproclate,-1
51056,alaproclate,1
56940,alaproclate,-1
39,alaproclate,1
7088,alaproclate,1
10165,alaproclate,-1
2131,alaproclate,1
10153,alaproclate,-1
10105,alaproclate,-1
55862,alaproclate,-1
6164,alaproclate,-1
1327,alaproclate,-1
6167,alaproclate,-1
10728,alaproclate,-1
10550,alaproclate,-1
6132,alaproclate,-1
10552,alaproclate,-1
4809,alaproclate,-1
6235,alaproclate,-1
1892,alaproclate,-1
262,alaproclate,-1
6631,alaproclate,-1
2720,alaproclate,-1
4060,alaproclate,1
7384,alaproclate,-1
10133,alaproclate,1
8533,alaproclate,-1
7073,alaproclate,-1
5902,alaproclate,-1
9861,alaproclate,-1
4733,alaproclate,-1
3576,alaproclate,-1
9551,alaproclate,-1
9040,alaproclate,-1
9094,alaproclate,-1
22838,alaproclate,1
9882,alaproclate,-1
8027,alaproclate,1
10544,alaproclate,-1
8161,alaproclate,-1
5433,alaproclate,-1
3109,alaproclate,-1
10926,alaproclate,-1
10667,alaproclate,-1
8842,alaproclate,-1
8493,alaproclate,-1
22943,alaproclate,-1
3134,alaproclate,1
54556,alaproclate,-1
6584,alaproclate,-1
3336,alaproclate,-1
4828,alaproclate,-1
8896,alaproclate,-1
10524,alaproclate,-1
518,alaproclate,-1
23705,alaproclate,1
1490,alaproclate,-1
760,alaproclate,1
11321,alaproclate,-1
8408,alaproclate,1
8563,alaproclate,-1
25936,alaproclate,-1
10026,alaproclate,-1
29984,alaproclate,1
57862,alaproclate,-1
4086,alaproclate,1
84288,alaproclate,-1
7837,alaproclate,1
23089,alaproclate,1
5987,alaproclate,-1
23339,alaproclate,1
23317,alaproclate,1
203069,alaproclate,-1
23270,alaproclate,-1
23078,alaproclate,-1
6591,alaproclate,1
283638,alaproclate,1
10413,alaproclate,1
3921,alaproclate,-1
9939,alaproclate,1
6259,alaproclate,1
6136,alaproclate,-1
9107,alaproclate,-1
26152,alaproclate,1
1211,alaproclate,-1
27292,alaproclate,-1
51081,alaproclate,-1
29105,alaproclate,-1
54529,alaproclate,-1
10723,alaproclate,1
29796,alaproclate,-1
51542,alaproclate,1
51514,alaproclate,-1
55131,alaproclate,-1
55347,alaproclate,-1
29107,alaproclate,-1
51619,alaproclate,-1
54540,alaproclate,1
29080,alaproclate,-1
51018,alaproclate,-1
51341,alaproclate,1
10891,alaproclate,-1
79618,alaproclate,1
79159,alaproclate,-1
51510,alaproclate,1
80219,alaproclate,-1
79627,alaproclate,-1
254394,alaproclate,-1
55775,alaproclate,-1
81873,alaproclate,-1
81031,alaproclate,1
83460,alaproclate,-1
81566,alaproclate,1
55860,alaproclate,-1
6155,alaproclate,-1
6205,alaproclate,-1
2034,alaproclate,1
1363,alaproclate,1
4753,alaproclate,1
23334,alaproclate,1
3980,alaproclate,1
22897,alaproclate,1
10636,alaproclate,1
6567,alaproclate,1
9118,alaproclate,1
3627,alaproclate,1
10446,alaproclate,1
64849,alaproclate,1
1381,alaproclate,1
5784,alaproclate,1
55346,alaproclate,1
4143,alaproclate,1
2620,alaproclate,1
9363,alaproclate,1
7694,alaproclate,1
4760,alaproclate,1
6837,alaproclate,1
4908,alaproclate,1
432,alaproclate,1
8654,alaproclate,1
5454,alaproclate,-1
6346,alaproclate,1
5207,alaproclate,1
3906,alaproclate,1
11027,alaproclate,-1
2251,alaproclate,1
4152,alaproclate,1
3043,alaproclate,-1
23037,alaproclate,1
1435,alaproclate,1
1757,alaproclate,1
9182,alaproclate,1
8913,alaproclate,1
1109,alaproclate,1
11237,alaproclate,1
284443,alaproclate,1
4763,alaproclate,1
1741,alaproclate,1
23031,alaproclate,1
8622,alaproclate,1
23264,alaproclate,1
25907,alaproclate,1
26048,alaproclate,1
201134,alaproclate,1
1302,alaproclate,1
7293,alaproclate,1
6752,alaproclate,1
773,alaproclate,1
63982,alaproclate,1
5558,alaproclate,1
26043,alaproclate,1
4650,alaproclate,1
60684,alaproclate,1
60436,alaproclate,1
10023,alaproclate,1
64170,alaproclate,1
51733,alaproclate,1
55124,alaproclate,1
79981,alaproclate,1
9966,alaproclate,1
56006,alaproclate,1
81571,alaproclate,1
3700,alaproclate,1
54552,alaproclate,1
4793,amitriptyline,-1
22926,amitriptyline,1
1454,amitriptyline,1
2690,amitriptyline,-1
4851,amitriptyline,-1
7494,amitriptyline,-1
79071,amitriptyline,-1
25932,amitriptyline,-1
3638,amitriptyline,-1
9143,amitriptyline,1
1786,amitriptyline,1
4125,amitriptyline,-1
8444,amitriptyline,-1
80746,amitriptyline,-1
51635,amitriptyline,-1
55127,amitriptyline,-1
85236,amitriptyline,-1
10318,amitriptyline,-1
29083,amitriptyline,1
3398,amitriptyline,-1
65123,amitriptyline,-1
9289,amitriptyline,-1
51495,amitriptyline,1
51742,amitriptyline,-1
2017,amitriptyline,-1
11137,amitriptyline,1
50865,amitriptyline,-1
3927,amitriptyline,-1
7270,amitriptyline,1
53340,amitriptyline,1
3017,amitriptyline,-1
9989,amitriptyline,1
64077,amitriptyline,1
5230,amitriptyline,-1
3959,amitriptyline,-1
5886,amitriptyline,1
5869,amitriptyline,-1
9341,amitriptyline,-1
4077,amitriptyline,-1
8099,amitriptyline,-1
1389,amitriptyline,-1
4700,amitriptyline,1
6392,amitriptyline,1
3475,amitriptyline,-1
1387,amitriptyline,-1
8522,amitriptyline,1
8450,amitriptyline,-1
26121,amitriptyline,1
23484,amitriptyline,1
2941,amitriptyline,-1
4719,amitriptyline,-1
3145,amitriptyline,1
4643,amitriptyline,1
10671,amitriptyline,1
7707,amitriptyline,-1
51430,amitriptyline,-1
10507,amitriptyline,-1
10272,amitriptyline,1
6502,amitriptyline,1
10406,amitriptyline,-1
2530,amitriptyline,-1
10126,amitriptyline,1
3561,amitriptyline,-1
6018,amitriptyline,1
7753,amitriptyline,1
78988,amitriptyline,1
54677,amitriptyline,-1
10873,amitriptyline,1
11197,amitriptyline,-1
3104,amitriptyline,-1
8505,amitriptyline,-1
1678,amitriptyline,1
374,amitriptyline,1
3014,amitriptyline,1
4919,amitriptyline,-1
5806,amitriptyline,-1
3606,amitriptyline,1
2297,amitriptyline,1
9447,amitriptyline,-1
9121,amitriptyline,1
3204,amitriptyline,1
4091,amitriptyline,-1
5937,amitriptyline,1
57515,amitriptyline,-1
1979,amitriptyline,-1
483,amitriptyline,-1
1316,amitriptyline,1
3856,amitriptyline,1
3855,amitriptyline,1
10551,amitriptyline,-1
663,amitriptyline,-1
7025,amitriptyline,-1
26190,amitriptyline,-1
26002,amitriptyline,-1
57157,amitriptyline,-1
5727,amitriptyline,-1
29984,amitriptyline,1
11140,amitriptyline,1
29775,amitriptyline,1
10114,amitriptyline,1
8741,amitriptyline,-1
444,amitriptyline,1
5213,amitriptyline,-1
2870,amitriptyline,-1
1737,amitriptyline,1
10618,amitriptyline,-1
4000,amitriptyline,1
90411,amitriptyline,-1
5962,amitriptyline,1
80273,amitriptyline,1
23317,amitriptyline,-1
23505,amitriptyline,-1
20,amitriptyline,1
167227,amitriptyline,-1
23387,amitriptyline,1
27349,amitriptyline,1
57209,amitriptyline,-1
8777,amitriptyline,-1
57150,amitriptyline,1
152559,amitriptyline,1
657,amitriptyline,-1
84869,amitriptyline,1
2878,amitriptyline,-1
27163,amitriptyline,-1
23331,amitriptyline,-1
10956,amitriptyline,-1
249,amitriptyline,1
728661,amitriptyline,-1
7314,amitriptyline,-1
22820,amitriptyline,-1
51108,amitriptyline,-1
9547,amitriptyline,-1
51647,amitriptyline,1
51073,amitriptyline,1
57140,amitriptyline,-1
56912,amitriptyline,1
10171,amitriptyline,1
55144,amitriptyline,-1
51110,amitriptyline,1
8568,amitriptyline,1
51673,amitriptyline,1
60487,amitriptyline,1
80760,amitriptyline,-1
9274,amitriptyline,1
50862,amitriptyline,1
79583,amitriptyline,1
51016,amitriptyline,1
55273,amitriptyline,-1
26232,amitriptyline,1
64081,amitriptyline,-1
2001,amitriptyline,-1
8863,amitriptyline,-1
7187,amitriptyline,-1
5128,amitriptyline,1
5165,amitriptyline,1
55379,amitriptyline,-1
1952,amitriptyline,-1
9814,amitriptyline,1
7454,amitriptyline,-1
55615,amitriptyline,1
2034,amitriptyline,1
2308,amitriptyline,1
1366,amitriptyline,1
5156,amitriptyline,-1
7709,amitriptyline,1
55,amitriptyline,-1
354,amitriptyline,-1
2245,amitriptyline,-1
4340,amitriptyline,1
10233,amitriptyline,1
23205,amitriptyline,1
9265,amitriptyline,1
10990,amitriptyline,1
954,amitriptyline,1
22829,amitriptyline,1
3823,amitriptyline,1
55805,amitriptyline,1
10481,amitriptyline,-1
83955,amitriptyline,-1
3113,amitriptyline,-1
3633,amitriptyline,1
5521,amitriptyline,1
135138,amitriptyline,1
1131,amitriptyline,-1
375248,amitriptyline,1
57556,amitriptyline,-1
5364,amitriptyline,1
201501,amitriptyline,1
729515,amitriptyline,1
55343,amitriptyline,1
29106,amitriptyline,1
64789,amitriptyline,1
23493,amitriptyline,1
55853,amitriptyline,1
43849,amitriptyline,-1
81035,amitriptyline,-1
64377,amitriptyline,1
80895,amitriptyline,1
10785,amitriptyline,1
27134,amitriptyline,1
1282,amoxapine,-1
7099,amoxapine,-1
1845,amoxapine,-1
1027,amoxapine,1
2222,amoxapine,-1
79073,amoxapine,1
2817,amoxapine,-1
60528,amoxapine,1
8895,amoxapine,-1
4125,amoxapine,-1
4605,amoxapine,1
57804,amoxapine,-1
9093,amoxapine,1
10730,amoxapine,-1
3300,amoxapine,-1
57215,amoxapine,1
178,amoxapine,-1
4998,amoxapine,1
51495,amoxapine,1
55699,amoxapine,1
10059,amoxapine,-1
3280,amoxapine,-1
8531,amoxapine,1
64319,amoxapine,1
23047,amoxapine,1
6881,amoxapine,-1
163,amoxapine,1
5216,amoxapine,1
9689,amoxapine,-1
5499,amoxapine,-1
10970,amoxapine,1
301,amoxapine,1
5870,amoxapine,-1
5425,amoxapine,-1
1351,amoxapine,-1
9867,amoxapine,-1
4698,amoxapine,-1
908,amoxapine,-1
1315,amoxapine,-1
55041,amoxapine,-1
6240,amoxapine,-1
5412,amoxapine,-1
2720,amoxapine,-1
27044,amoxapine,-1
80777,amoxapine,-1
3371,amoxapine,-1
2697,amoxapine,1
5706,amoxapine,-1
25800,amoxapine,-1
2802,amoxapine,-1
10422,amoxapine,1
27258,amoxapine,-1
26286,amoxapine,-1
10480,amoxapine,-1
833,amoxapine,-1
7127,amoxapine,-1
25978,amoxapine,-1
24144,amoxapine,1
5089,amoxapine,1
10535,amoxapine,-1
4247,amoxapine,-1
10428,amoxapine,-1
4646,amoxapine,-1
4849,amoxapine,1
10263,amoxapine,-1
3797,amoxapine,-1
475,amoxapine,-1
79053,amoxapine,-1
6729,amoxapine,-1
3727,amoxapine,1
2175,amoxapine,1
2152,amoxapine,-1
2564,amoxapine,1
51367,amoxapine,-1
2571,amoxapine,1
50628,amoxapine,1
7297,amoxapine,-1
51760,amoxapine,-1
2936,amoxapine,1
9748,amoxapine,-1
4435,amoxapine,-1
1746,amoxapine,1
10755,amoxapine,-1
6166,amoxapine,-1
871,amoxapine,-1
1663,amoxapine,1
1755,amoxapine,1
8073,amoxapine,-1
11222,amoxapine,-1
10735,amoxapine,-1
4615,amoxapine,-1
1207,amoxapine,-1
81542,amoxapine,-1
1066,amoxapine,1
9975,amoxapine,-1
3431,amoxapine,1
3621,amoxapine,-1
7841,amoxapine,1
5213,amoxapine,-1
5265,amoxapine,1
573,amoxapine,-1
130074,amoxapine,-1
84726,amoxapine,-1
11260,amoxapine,-1
23389,amoxapine,-1
79572,amoxapine,-1
728642,amoxapine,1
3097,amoxapine,-1
10228,amoxapine,-1
57476,amoxapine,-1
26035,amoxapine,1
8833,amoxapine,1
23164,amoxapine,-1
2971,amoxapine,1
23331,amoxapine,-1
79017,amoxapine,-1
55735,amoxapine,1
389898,amoxapine,-1
9445,amoxapine,-1
29959,amoxapine,1
514,amoxapine,-1
64083,amoxapine,-1
51729,amoxapine,1
55226,amoxapine,-1
54927,amoxapine,-1
64343,amoxapine,-1
56995,amoxapine,-1
81539,amoxapine,1
51111,amoxapine,-1
54919,amoxapine,1
9147,amoxapine,-1
56904,amoxapine,1
55761,amoxapine,1
79759,amoxapine,1
9274,amoxapine,1
9141,amoxapine,-1
10148,amoxapine,-1
55286,amoxapine,1
336,amoxapine,1
23529,amoxapine,-1
24147,amoxapine,-1
57018,amoxapine,1
55193,amoxapine,-1
79789,amoxapine,1
80328,amoxapine,-1
10955,amoxapine,-1
8562,amoxapine,-1
55327,amoxapine,-1
57148,amoxapine,1
22993,amoxapine,1
1186,amoxapine,1
25970,amoxapine,1
3297,amoxapine,1
9654,amoxapine,1
11117,amoxapine,1
335,amoxapine,1
9678,amoxapine,1
174,amoxapine,1
6664,amoxapine,1
5004,amoxapine,1
338,amoxapine,1
259,amoxapine,1
7356,amoxapine,1
5968,amoxapine,1
1393,amoxapine,1
22832,amoxapine,1
433,amoxapine,1
2662,amoxapine,1
6906,amoxapine,1
7432,amoxapine,1
1361,amoxapine,1
432,amoxapine,1
2249,amoxapine,1
2169,amoxapine,1
1670,amoxapine,1
22981,amoxapine,1
1671,amoxapine,1
2796,amoxapine,1
5241,amoxapine,1
675,amoxapine,1
1908,amoxapine,1
9074,amoxapine,1
6830,amoxapine,1
7326,amoxapine,1
23284,amoxapine,-1
462,amoxapine,1
213,amoxapine,1
3358,amoxapine,1
6654,amoxapine,1
4103,amoxapine,1
157869,amoxapine,1
286205,amoxapine,1
2683,amoxapine,-1
7692,amoxapine,1
79091,amoxapine,1
54811,amoxapine,-1
79832,amoxapine,1
55314,amoxapine,1
79635,amoxapine,1
64799,amoxapine,1
3108,bifemelane,-1
868,bifemelane,1
56924,bifemelane,1
51422,bifemelane,1
6709,bifemelane,1
4582,bifemelane,1
10644,bifemelane,1
8321,bifemelane,-1
142,bifemelane,1
1398,bifemelane,1
7099,bifemelane,-1
10320,bifemelane,-1
4851,bifemelane,-1
8573,bifemelane,1
5257,bifemelane,1
9217,bifemelane,1
949,bifemelane,1
7168,bifemelane,1
4609,bifemelane,1
8480,bifemelane,1
1026,bifemelane,1
7082,bifemelane,-1
16,bifemelane,1
5836,bifemelane,1
10450,bifemelane,1
23658,bifemelane,1
10845,bifemelane,-1
10318,bifemelane,1
65123,bifemelane,-1
9183,bifemelane,-1
56997,bifemelane,1
55008,bifemelane,-1
10057,bifemelane,1
11142,bifemelane,1
6897,bifemelane,1
975,bifemelane,1
694,bifemelane,1
473,bifemelane,1
1471,bifemelane,1
7265,bifemelane,1
6429,bifemelane,-1
9779,bifemelane,1
6455,bifemelane,1
8899,bifemelane,-1
25937,bifemelane,1
267,bifemelane,1
4802,bifemelane,1
865,bifemelane,1
6949,bifemelane,1
1513,bifemelane,-1
3054,bifemelane,1
8932,bifemelane,1
7298,bifemelane,1
9874,bifemelane,1
2059,bifemelane,1
3485,bifemelane,1
4130,bifemelane,1
3998,bifemelane,-1
475,bifemelane,1
26019,bifemelane,1
324,bifemelane,-1
4023,bifemelane,-1
1716,bifemelane,1
11120,bifemelane,-1
22875,bifemelane,-1
9849,bifemelane,-1
4501,bifemelane,1
23774,bifemelane,-1
5055,bifemelane,1
4495,bifemelane,1
27030,bifemelane,-1
4097,bifemelane,1
3937,bifemelane,-1
8434,bifemelane,-1
597,bifemelane,-1
10149,bifemelane,-1
2491,bifemelane,-1
7148,bifemelane,1
304,bifemelane,1
5447,bifemelane,1
10103,bifemelane,1
26574,bifemelane,1
10602,bifemelane,-1
861,bifemelane,1
7580,bifemelane,-1
83604,bifemelane,-1
10309,bifemelane,1
3692,bifemelane,1
9536,bifemelane,1
7531,bifemelane,1
26058,bifemelane,1
1997,bifemelane,1
64795,bifemelane,1
5151,bifemelane,-1
23052,bifemelane,-1
23001,bifemelane,-1
23376,bifemelane,-1
23301,bifemelane,1
472,bifemelane,-1
5305,bifemelane,1
8867,bifemelane,-1
23243,bifemelane,1
11046,bifemelane,1
2316,bifemelane,1
353,bifemelane,1
84981,bifemelane,1
124044,bifemelane,1
4071,bifemelane,-1
9910,bifemelane,-1
8339,bifemelane,1
3995,bifemelane,1
3913,bifemelane,1
2628,bifemelane,1
60313,bifemelane,1
51187,bifemelane,1
55914,bifemelane,1
60488,bifemelane,1
64747,bifemelane,1
54884,bifemelane,1
9240,bifemelane,1
64777,bifemelane,1
26973,bifemelane,-1
60561,bifemelane,-1
10078,bifemelane,1
79693,bifemelane,1
1486,bifemelane,-1
27247,bifemelane,1
55178,bifemelane,1
80196,bifemelane,-1
10514,bifemelane,1
55102,bifemelane,-1
11274,bifemelane,-1
79982,bifemelane,-1
58516,bifemelane,1
55975,bifemelane,-1
79366,bifemelane,-1
29117,bifemelane,1
58986,bifemelane,1
3954,bifemelane,1
1186,bifemelane,1
8548,bifemelane,-1
27252,bifemelane,-1
23046,bifemelane,-1
9678,bifemelane,-1
1641,bifemelane,-1
6529,bifemelane,-1
80184,bifemelane,-1
9755,bifemelane,-1
6940,bifemelane,-1
9729,bifemelane,-1
10846,bifemelane,-1
55786,bifemelane,-1
6665,bifemelane,1
7694,bifemelane,-1
7673,bifemelane,-1
1044,bifemelane,-1
1833,bifemelane,-1
7745,bifemelane,-1
3050,bifemelane,1
11016,bifemelane,-1
9142,bifemelane,-1
8690,bifemelane,-1
3759,bifemelane,-1
10,bifemelane,-1
9534,bifemelane,-1
781,bifemelane,-1
7539,bifemelane,-1
8807,bifemelane,-1
1438,bifemelane,-1
7766,bifemelane,-1
8856,bifemelane,-1
5629,bifemelane,-1
2169,bifemelane,-1
2268,bifemelane,-1
6489,bifemelane,-1
84658,bifemelane,-1
9103,bifemelane,-1
23347,bifemelane,-1
6297,bifemelane,-1
80055,bifemelane,-1
26049,bifemelane,-1
8477,bifemelane,-1
26043,bifemelane,1
1911,bifemelane,1
80006,bifemelane,-1
79694,bifemelane,-1
54839,bifemelane,-1
53353,bifemelane,-1
55088,bifemelane,-1
26468,bifemelane,1
53829,bifemelane,-1
55713,bifemelane,-1
51302,bifemelane,-1
53919,bifemelane,-1
11141,bifemelane,-1
151987,bifemelane,-1
51311,bifemelane,-1
3361,bifemelane,1
10003,bifemelane,-1
27147,bifemelane,-1
595,bupropion,-1
10398,bupropion,1
6709,bupropion,-1
1022,bupropion,1
329,bupropion,-1
9517,bupropion,-1
79071,bupropion,-1
8985,bupropion,1
3815,bupropion,-1
8480,bupropion,1
8508,bupropion,-1
4125,bupropion,-1
6251,bupropion,1
3508,bupropion,1
4850,bupropion,-1
55127,bupropion,-1
1465,bupropion,1
116832,bupropion,-1
5927,bupropion,-1
5867,bupropion,-1
375346,bupropion,-1
3682,bupropion,1
51021,bupropion,1
9124,bupropion,1
4616,bupropion,-1
65123,bupropion,-1
9903,bupropion,-1
9289,bupropion,-1
51495,bupropion,1
64080,bupropion,1
4299,bupropion,-1
6230,bupropion,1
1173,bupropion,-1
2782,bupropion,-1
5695,bupropion,-1
6389,bupropion,1
9867,bupropion,-1
5358,bupropion,1
506,bupropion,-1
1293,bupropion,1
6421,bupropion,-1
8906,bupropion,1
80777,bupropion,-1
9779,bupropion,-1
439,bupropion,-1
3164,bupropion,-1
7073,bupropion,-1
10014,bupropion,1
5530,bupropion,-1
6744,bupropion,-1
558,bupropion,-1
5567,bupropion,-1
6921,bupropion,1
5187,bupropion,-1
6388,bupropion,1
9159,bupropion,1
4552,bupropion,1
7378,bupropion,1
10016,bupropion,1
10475,bupropion,-1
6502,bupropion,1
3727,bupropion,1
64854,bupropion,-1
11120,bupropion,1
8459,bupropion,1
3960,bupropion,1
7753,bupropion,1
8805,bupropion,-1
7862,bupropion,-1
23287,bupropion,-1
11234,bupropion,-1
22943,bupropion,-1
5569,bupropion,-1
4053,bupropion,-1
7049,bupropion,-1
3104,bupropion,-1
5450,bupropion,1
6491,bupropion,-1
6364,bupropion,1
23545,bupropion,-1
3622,bupropion,-1
6690,bupropion,1
5918,bupropion,-1
4091,bupropion,-1
22878,bupropion,-1
5046,bupropion,1
7743,bupropion,-1
9859,bupropion,-1
6641,bupropion,1
9584,bupropion,1
1854,bupropion,-1
2098,bupropion,-1
9061,bupropion,-1
23576,bupropion,1
5292,bupropion,1
11190,bupropion,1
1798,bupropion,1
1066,bupropion,1
7262,bupropion,1
5243,bupropion,1
51174,bupropion,-1
5026,bupropion,1
6799,bupropion,1
6383,bupropion,1
11328,bupropion,1
9777,bupropion,1
10116,bupropion,1
390,bupropion,1
23363,bupropion,1
23341,bupropion,-1
56987,bupropion,-1
23162,bupropion,1
23113,bupropion,1
23506,bupropion,-1
7738,bupropion,-1
155066,bupropion,-1
27316,bupropion,-1
51083,bupropion,1
90141,bupropion,-1
8991,bupropion,1
4205,bupropion,-1
8848,bupropion,-1
10474,bupropion,-1
9639,bupropion,-1
7328,bupropion,-1
51144,bupropion,-1
51399,bupropion,1
28964,bupropion,-1
8086,bupropion,-1
28956,bupropion,1
53918,bupropion,1
246243,bupropion,-1
10417,bupropion,1
79664,bupropion,-1
55107,bupropion,-1
55729,bupropion,-1
60490,bupropion,1
54780,bupropion,-1
10891,bupropion,-1
11274,bupropion,-1
79683,bupropion,-1
57107,bupropion,-1
64398,bupropion,-1
79078,bupropion,1
56257,bupropion,-1
11147,bupropion,-1
56938,bupropion,-1
78996,bupropion,-1
112398,bupropion,-1
81858,bupropion,1
81575,bupropion,-1
84223,bupropion,-1
79718,bupropion,-1
8675,bupropion,1
55726,bupropion,-1
26353,bupropion,1
220972,bupropion,-1
7702,bupropion,1
84900,bupropion,-1
255812,bupropion,1
4173,bupropion,1
54910,bupropion,1
55615,bupropion,1
55238,bupropion,1
2550,bupropion,1
9743,bupropion,1
7748,bupropion,1
1742,bupropion,1
1081,bupropion,1
1381,bupropion,1
10234,bupropion,1
26085,bupropion,1
8685,bupropion,-1
7704,bupropion,-1
3818,bupropion,-1
8909,bupropion,1
2249,bupropion,1
56253,bupropion,1
6234,bupropion,1
5256,bupropion,1
5923,bupropion,1
10778,bupropion,1
90233,bupropion,-1
23500,bupropion,1
23452,bupropion,1
57863,bupropion,1
84859,bupropion,1
8497,bupropion,1
149628,bupropion,1
4352,bupropion,1
79149,bupropion,-1
79784,bupropion,1
79018,bupropion,1
57596,bupropion,1
80144,bupropion,1
57502,bupropion,-1
5079,bupropion,1
64895,bupropion,1
100506469,bupropion,1
25960,bupropion,1
56924,clomipramine,-1
1019,clomipramine,-1
8440,clomipramine,-1
1022,clomipramine,1
3162,clomipramine,-1
4775,clomipramine,-1
3337,clomipramine,-1
55556,clomipramine,-1
10652,clomipramine,-1
8895,clomipramine,-1
11014,clomipramine,-1
642,clomipramine,-1
10450,clomipramine,-1
6284,clomipramine,-1
57804,clomipramine,-1
57149,clomipramine,1
10146,clomipramine,-1
9448,clomipramine,1
50810,clomipramine,-1
3800,clomipramine,-1
5971,clomipramine,1
4998,clomipramine,1
57178,clomipramine,1
11142,clomipramine,1
874,clomipramine,-1
8531,clomipramine,1
9869,clomipramine,1
2760,clomipramine,1
6727,clomipramine,-1
5499,clomipramine,-1
1718,clomipramine,-1
372,clomipramine,-1
231,clomipramine,-1
7345,clomipramine,-1
6240,clomipramine,-1
6421,clomipramine,-1
2181,clomipramine,-1
2697,clomipramine,1
7163,clomipramine,-1
3475,clomipramine,-1
4739,clomipramine,-1
8209,clomipramine,-1
9768,clomipramine,-1
183,clomipramine,1
3632,clomipramine,1
4087,clomipramine,-1
23262,clomipramine,-1
10200,clomipramine,1
3109,clomipramine,-1
4199,clomipramine,-1
10210,clomipramine,-1
5550,clomipramine,-1
9088,clomipramine,1
8470,clomipramine,-1
11197,clomipramine,-1
3364,clomipramine,-1
9150,clomipramine,1
1945,clomipramine,1
3336,clomipramine,-1
9744,clomipramine,1
5157,clomipramine,-1
9201,clomipramine,-1
6581,clomipramine,-1
3159,clomipramine,-1
2208,clomipramine,1
28513,clomipramine,-1
56969,clomipramine,-1
10755,clomipramine,-1
2921,clomipramine,-1
54504,clomipramine,-1
9524,clomipramine,-1
23015,clomipramine,-1
1267,clomipramine,-1
10551,clomipramine,-1
1201,clomipramine,1
1410,clomipramine,-1
7851,clomipramine,-1
8542,clomipramine,1
8881,clomipramine,1
10656,clomipramine,-1
10586,clomipramine,-1
27101,clomipramine,-1
6249,clomipramine,-1
5269,clomipramine,-1
23204,clomipramine,-1
7155,clomipramine,-1
493,clomipramine,1
23175,clomipramine,-1
23171,clomipramine,-1
11113,clomipramine,-1
23074,clomipramine,-1
85453,clomipramine,-1
115817,clomipramine,1
54587,clomipramine,-1
116984,clomipramine,1
6505,clomipramine,-1
54665,clomipramine,1
91298,clomipramine,-1
5179,clomipramine,-1
285282,clomipramine,-1
2878,clomipramine,-1
4071,clomipramine,-1
2944,clomipramine,1
55738,clomipramine,1
53373,clomipramine,-1
10171,clomipramine,1
57128,clomipramine,-1
11266,clomipramine,1
55665,clomipramine,-1
51650,clomipramine,-1
56925,clomipramine,-1
80014,clomipramine,-1
29080,clomipramine,-1
56521,clomipramine,-1
144404,clomipramine,-1
23408,clomipramine,-1
55833,clomipramine,-1
64398,clomipramine,-1
10826,clomipramine,1
51202,clomipramine,1
6646,clomipramine,-1
79135,clomipramine,-1
54431,clomipramine,-1
5238,clomipramine,-1
80233,clomipramine,1
51218,clomipramine,1
10906,clomipramine,-1
11075,clomipramine,-1
9788,clomipramine,1
745,clomipramine,1
2622,clomipramine,1
23552,clomipramine,1
7177,clomipramine,1
2674,clomipramine,-1
1271,clomipramine,1
3899,clomipramine,1
22914,clomipramine,1
2688,clomipramine,1
3996,clomipramine,1
4223,clomipramine,-1
8521,clomipramine,1
7006,clomipramine,1
2957,clomipramine,1
3990,clomipramine,1
4004,clomipramine,1
27306,clomipramine,1
10647,clomipramine,1
26206,clomipramine,1
6531,clomipramine,1
9542,clomipramine,1
6538,clomipramine,1
64499,clomipramine,1
6540,clomipramine,1
1258,clomipramine,1
3748,clomipramine,1
51475,clomipramine,1
3933,clomipramine,1
5990,clomipramine,1
4607,clomipramine,1
56125,clomipramine,1
3443,clomipramine,1
4345,clomipramine,1
5023,clomipramine,1
10661,clomipramine,1
6528,clomipramine,1
834,clomipramine,1
4752,clomipramine,1
57799,clomipramine,1
256949,clomipramine,1
80765,clomipramine,1
2898,clomipramine,-1
4818,clomipramine,1
92154,clomipramine,1
9046,clomipramine,1
135138,clomipramine,1
2843,clomipramine,1
10207,clomipramine,-1
148066,clomipramine,1
51364,clomipramine,1
60672,clomipramine,1
63906,clomipramine,1
27128,clomipramine,1
9627,clomipramine,1
79648,clomipramine,1
57125,clomipramine,1
80778,clomipramine,1
55321,clomipramine,1
55716,clomipramine,1
79831,clomipramine,1
79025,clomipramine,1
55054,clomipramine,-1
11095,clomipramine,1
57337,clomipramine,1
80739,clomipramine,1
7473,clomipramine,1
80895,clomipramine,1
63827,clomipramine,1
55160,clomipramine,1
57466,clomipramine,-1
9684,clomipramine,1
4846,desipramine,-1
5613,desipramine,-1
10398,desipramine,1
5721,desipramine,1
56924,desipramine,-1
4775,desipramine,-1
5111,desipramine,1
11182,desipramine,-1
9854,desipramine,-1
256364,desipramine,-1
79071,desipramine,-1
2956,desipramine,1
55556,desipramine,1
9276,desipramine,-1
11157,desipramine,1
84722,desipramine,1
9868,desipramine,1
26128,desipramine,1
6342,desipramine,-1
1070,desipramine,1
2817,desipramine,-1
5359,desipramine,1
8895,desipramine,-1
4891,desipramine,-1
